Year,Month,FIPS,Beverage,Gallons,Ethanol,Population,PerCapita,State,Month.1,Month - Year (Word),Month - Year (Numeric),Month - Year (Date)
2017,12,22,1,974117,400362,3807282,0.1052,Louisiana,December,December 2017,12 2017,2017-12-01
2017,12,25,1,1721765,707646,5815595,0.1217,Massachusetts,December,December 2017,12 2017,2017-12-01
2017,12,29,1,1140300,468663,5037634,0.09300000000000001,Missouri,December,December 2017,12 2017,2017-12-01
2017,12,38,1,198340,81518,613251,0.1329,North Dakota,December,December 2017,12 2017,2017-12-01
2017,12,47,1,1014254,416858,5545920,0.0752,Tennessee,December,December 2017,12 2017,2017-12-01
2017,12,48,1,4528222,1861099,22572383,0.0825,Texas,December,December 2017,12 2017,2017-12-01
2017,12,49,1,257476,105823,2376114,0.0445,Utah,December,December 2017,12 2017,2017-12-01
2017,12,51,1,1275484,524224,7015247,0.0747,Virginia,December,December 2017,12 2017,2017-12-01
2017,12,55,1,1259250,517552,4805415,0.1077,Wisconsin,December,December 2017,12 2017,2017-12-01
2017,12,2,2,222366,28685,593378,0.0483,Alaska,December,December 2017,12 2017,2017-12-01
2017,12,5,2,454631,58647,2455022,0.0239,Arkansas,December,December 2017,12 2017,2017-12-01
2017,12,8,2,1983162,255828,4634346,0.0552,Colorado,December,December 2017,12 2017,2017-12-01
2017,12,9,2,1359326,175353,3015481,0.0582,Connecticut,December,December 2017,12 2017,2017-12-01
2017,12,10,2,479015,61793,799550,0.0773,Delaware,December,December 2017,12 2017,2017-12-01
2017,12,12,2,7778717,1003454,17722275,0.0566,Florida,December,December 2017,12 2017,2017-12-01
2017,12,17,2,4173641,538400,10556100,0.051,Illinois,December,December 2017,12 2017,2017-12-01
2017,12,21,2,605296,78083,3670568,0.0213,Kentucky,December,December 2017,12 2017,2017-12-01
2017,12,22,2,1054703,136057,3807282,0.0357,Louisiana,December,December 2017,12 2017,2017-12-01
2017,12,25,2,3516473,453625,5815595,0.078,Massachusetts,December,December 2017,12 2017,2017-12-01
2017,12,29,2,1358518,175249,5037634,0.0348,Missouri,December,December 2017,12 2017,2017-12-01
2017,12,38,2,192377,24817,613251,0.0405,North Dakota,December,December 2017,12 2017,2017-12-01
2017,12,41,2,1404561,181188,3468412,0.0522,Oregon,December,December 2017,12 2017,2017-12-01
2017,12,47,2,1303818,168193,5545920,0.0303,Tennessee,December,December 2017,12 2017,2017-12-01
2017,12,48,2,5669725,731395,22572383,0.0324,Texas,December,December 2017,12 2017,2017-12-01
2017,12,49,2,272857,35199,2376114,0.0148,Utah,December,December 2017,12 2017,2017-12-01
2017,12,51,2,2627284,338920,7015247,0.0483,Virginia,December,December 2017,12 2017,2017-12-01
2017,12,55,2,1514767,195405,4805415,0.0407,Wisconsin,December,December 2017,12 2017,2017-12-01
2017,12,2,3,951832,42832,593378,0.0722,Alaska,December,December 2017,12 2017,2017-12-01
2017,12,5,3,3554971,159974,2455022,0.0652,Arkansas,December,December 2017,12 2017,2017-12-01
2017,12,8,3,8940531,402324,4634346,0.0868,Colorado,December,December 2017,12 2017,2017-12-01
2017,12,9,3,4334193,195039,3015481,0.0647,Connecticut,December,December 2017,12 2017,2017-12-01
2017,12,10,3,1516429,68239,799550,0.0853,Delaware,December,December 2017,12 2017,2017-12-01
2017,12,12,3,36252995,1631385,17722275,0.0921,Florida,December,December 2017,12 2017,2017-12-01
2017,12,17,3,20681226,930655,10556100,0.0882,Illinois,December,December 2017,12 2017,2017-12-01
2017,12,20,3,4454594,200457,2356231,0.0851,Kansas,December,December 2017,12 2017,2017-12-01
2017,12,21,3,5807974,261359,3670568,0.0712,Kentucky,December,December 2017,12 2017,2017-12-01
2017,12,25,3,9076318,408434,5815595,0.0702,Massachusetts,December,December 2017,12 2017,2017-12-01
2017,12,29,3,8623704,388067,5037634,0.077,Missouri,December,December 2017,12 2017,2017-12-01
2017,12,38,3,1249997,56250,613251,0.0917,North Dakota,December,December 2017,12 2017,2017-12-01
2017,12,41,3,6864559,308905,3468412,0.0891,Oregon,December,December 2017,12 2017,2017-12-01
2017,12,47,3,9337033,420166,5545920,0.0758,Tennessee,December,December 2017,12 2017,2017-12-01
2017,12,48,3,61463877,2765874,22572383,0.1225,Texas,December,December 2017,12 2017,2017-12-01
2017,12,51,3,11761998,529290,7015247,0.0754,Virginia,December,December 2017,12 2017,2017-12-01
2018,1,2,1,98477,40474,590760,0.0685,Alaska,January,January 2018,1 2018,2018-01-01
2018,1,5,1,324055,133187,2465297,0.054000000000000006,Arkansas,January,January 2018,1 2018,2018-01-01
2018,1,8,1,817826,336126,4715895,0.0713,Colorado,January,January 2018,1 2018,2018-01-01
2018,1,9,1,450195,185030,3019150,0.0613,Connecticut,January,January 2018,1 2018,2018-01-01
2018,1,10,1,200275,82313,808146,0.1019,Delaware,January,January 2018,1 2018,2018-01-01
2018,1,12,1,3030298,1245453,17980787,0.0693,Florida,January,January 2018,1 2018,2018-01-01
2018,1,17,1,1127188,463274,10533371,0.044000000000000004,Illinois,January,January 2018,1 2018,2018-01-01
2018,1,20,1,308550,126814,2364319,0.0536,Kansas,January,January 2018,1 2018,2018-01-01
2018,1,21,1,764728,314303,3681254,0.0854,Kentucky,January,January 2018,1 2018,2018-01-01
2018,1,22,1,706151,290228,3803169,0.0763,Louisiana,January,January 2018,1 2018,2018-01-01
2018,1,25,1,637339,261946,5844357,0.0448,Massachusetts,January,January 2018,1 2018,2018-01-01
2018,1,29,1,678966,279055,5056750,0.0552,Missouri,January,January 2018,1 2018,2018-01-01
2018,1,38,1,132079,54285,615077,0.0883,North Dakota,January,January 2018,1 2018,2018-01-01
2018,1,47,1,1146347,471149,5605408,0.0841,Tennessee,January,January 2018,1 2018,2018-01-01
2018,1,48,1,3923754,1612663,22899863,0.0704,Texas,January,January 2018,1 2018,2018-01-01
2018,1,49,1,250005,102752,2429711,0.0423,Utah,January,January 2018,1 2018,2018-01-01
2018,1,51,1,827043,339915,7056421,0.0482,Virginia,January,January 2018,1 2018,2018-01-01
2018,1,55,1,1360739,559264,4829270,0.1158,Wisconsin,January,January 2018,1 2018,2018-01-01
2018,1,2,2,142634,18400,590760,0.0311,Alaska,January,January 2018,1 2018,2018-01-01
2018,1,5,2,461603,59547,2465297,0.0242,Arkansas,January,January 2018,1 2018,2018-01-01
2018,1,8,2,1209841,156069,4715895,0.0331,Colorado,January,January 2018,1 2018,2018-01-01
2018,1,9,2,877249,113165,3019150,0.0375,Connecticut,January,January 2018,1 2018,2018-01-01
2018,1,10,2,289603,37359,808146,0.0462,Delaware,January,January 2018,1 2018,2018-01-01
2018,1,12,2,6425127,828841,17980787,0.0461,Florida,January,January 2018,1 2018,2018-01-01
2018,1,17,2,2276536,293673,10533371,0.0279,Illinois,January,January 2018,1 2018,2018-01-01
2018,1,21,2,737988,95200,3681254,0.0259,Kentucky,January,January 2018,1 2018,2018-01-01
2018,1,22,2,756882,97638,3803169,0.0257,Louisiana,January,January 2018,1 2018,2018-01-01
2018,1,25,2,1455782,187796,5844357,0.0321,Massachusetts,January,January 2018,1 2018,2018-01-01
2018,1,29,2,1104595,142493,5056750,0.0282,Missouri,January,January 2018,1 2018,2018-01-01
2018,1,38,2,92191,11893,615077,0.0193,North Dakota,January,January 2018,1 2018,2018-01-01
2018,1,41,2,1308405,168784,3509161,0.0481,Oregon,January,January 2018,1 2018,2018-01-01
2018,1,47,2,1566471,202075,5605408,0.036000000000000004,Tennessee,January,January 2018,1 2018,2018-01-01
2018,1,48,2,5824195,751321,22899863,0.0328,Texas,January,January 2018,1 2018,2018-01-01
2018,1,49,2,265425,34240,2429711,0.0141,Utah,January,January 2018,1 2018,2018-01-01
2018,1,51,2,1979290,255328,7056421,0.0362,Virginia,January,January 2018,1 2018,2018-01-01
2018,1,55,2,1247042,160868,4829270,0.0333,Wisconsin,January,January 2018,1 2018,2018-01-01
2018,1,2,3,853471,38406,590760,0.065,Alaska,January,January 2018,1 2018,2018-01-01
2018,1,5,3,3432858,154479,2465297,0.0627,Arkansas,January,January 2018,1 2018,2018-01-01
2018,1,8,3,8221948,369988,4715895,0.0785,Colorado,January,January 2018,1 2018,2018-01-01
2018,1,9,3,3475487,156397,3019150,0.0518,Connecticut,January,January 2018,1 2018,2018-01-01
2018,1,10,3,1314617,59158,808146,0.0732,Delaware,January,January 2018,1 2018,2018-01-01
2018,1,12,3,30856769,1388555,17980787,0.0772,Florida,January,January 2018,1 2018,2018-01-01
2018,1,17,3,16291882,733135,10533371,0.0696,Illinois,January,January 2018,1 2018,2018-01-01
2018,1,20,3,3487456,156936,2364319,0.0664,Kansas,January,January 2018,1 2018,2018-01-01
2018,1,21,3,5219706,234887,3681254,0.0638,Kentucky,January,January 2018,1 2018,2018-01-01
2018,1,25,3,8571266,385707,5844357,0.066,Massachusetts,January,January 2018,1 2018,2018-01-01
2018,1,29,3,8635242,388586,5056750,0.0768,Missouri,January,January 2018,1 2018,2018-01-01
2018,1,38,3,1600740,72033,615077,0.1171,North Dakota,January,January 2018,1 2018,2018-01-01
2018,1,41,3,5961485,268267,3509161,0.0764,Oregon,January,January 2018,1 2018,2018-01-01
2018,1,47,3,8436602,379647,5605408,0.0677,Tennessee,January,January 2018,1 2018,2018-01-01
2018,1,48,3,49917251,2246276,22899863,0.0981,Texas,January,January 2018,1 2018,2018-01-01
2018,1,51,3,10337992,465210,7056421,0.0659,Virginia,January,January 2018,1 2018,2018-01-01
2018,2,2,1,115497,47469,590760,0.0804,Alaska,February,February 2018,2 2018,2018-02-01
2018,2,5,1,263526,108309,2465297,0.0439,Arkansas,February,February 2018,2 2018,2018-02-01
2018,2,8,1,945955,388788,4715895,0.0824,Colorado,February,February 2018,2 2018,2018-02-01
2018,2,9,1,582425,239377,3019150,0.0793,Connecticut,February,February 2018,2 2018,2018-02-01
2018,2,10,1,227023,93306,808146,0.1155,Delaware,February,February 2018,2 2018,2018-02-01
2018,2,12,1,3363052,1382215,17980787,0.0769,Florida,February,February 2018,2 2018,2018-02-01
2018,2,17,1,1453104,597226,10533371,0.0567,Illinois,February,February 2018,2 2018,2018-02-01
2018,2,20,1,314081,129087,2364319,0.0546,Kansas,February,February 2018,2 2018,2018-02-01
2018,2,21,1,464229,190798,3681254,0.0518,Kentucky,February,February 2018,2 2018,2018-02-01
2018,2,22,1,707773,290895,3803169,0.0765,Louisiana,February,February 2018,2 2018,2018-02-01
2018,2,25,1,836547,343821,5844357,0.0588,Massachusetts,February,February 2018,2 2018,2018-02-01
2018,2,29,1,905544,372179,5056750,0.0736,Missouri,February,February 2018,2 2018,2018-02-01
2018,2,38,1,145183,59670,615077,0.09699999999999999,North Dakota,February,February 2018,2 2018,2018-02-01
2018,2,47,1,749755,308149,5605408,0.055,Tennessee,February,February 2018,2 2018,2018-02-01
2018,2,48,1,3087678,1269036,22899863,0.0554,Texas,February,February 2018,2 2018,2018-02-01
2018,2,49,1,307154,126240,2429711,0.052000000000000005,Utah,February,February 2018,2 2018,2018-02-01
2018,2,51,1,845134,347350,7056421,0.0492,Virginia,February,February 2018,2 2018,2018-02-01
2018,2,55,1,691741,284305,4829270,0.0589,Wisconsin,February,February 2018,2 2018,2018-02-01
2018,2,2,2,172662,22273,590760,0.0377,Alaska,February,February 2018,2 2018,2018-02-01
2018,2,5,2,405821,52351,2465297,0.0212,Arkansas,February,February 2018,2 2018,2018-02-01
2018,2,8,2,1488187,191976,4715895,0.0407,Colorado,February,February 2018,2 2018,2018-02-01
2018,2,9,2,1085931,140085,3019150,0.0464,Connecticut,February,February 2018,2 2018,2018-02-01
2018,2,10,2,301805,38933,808146,0.0482,Delaware,February,February 2018,2 2018,2018-02-01
2018,2,12,2,6578234,848592,17980787,0.0472,Florida,February,February 2018,2 2018,2018-02-01
2018,2,17,2,2699222,348200,10533371,0.0331,Illinois,February,February 2018,2 2018,2018-02-01
2018,2,21,2,429116,55356,3681254,0.015,Kentucky,February,February 2018,2 2018,2018-02-01
2018,2,22,2,766577,98888,3803169,0.026000000000000002,Louisiana,February,February 2018,2 2018,2018-02-01
2018,2,25,2,1977273,255068,5844357,0.0436,Massachusetts,February,February 2018,2 2018,2018-02-01
2018,2,29,2,1065291,137422,5056750,0.0272,Missouri,February,February 2018,2 2018,2018-02-01
2018,2,38,2,109512,14127,615077,0.023,North Dakota,February,February 2018,2 2018,2018-02-01
2018,2,41,2,1194997,154155,3509161,0.0439,Oregon,February,February 2018,2 2018,2018-02-01
2018,2,47,2,936941,120865,5605408,0.0216,Tennessee,February,February 2018,2 2018,2018-02-01
2018,2,48,2,4573227,589946,22899863,0.0258,Texas,February,February 2018,2 2018,2018-02-01
2018,2,49,2,343525,44315,2429711,0.0182,Utah,February,February 2018,2 2018,2018-02-01
2018,2,51,2,1956567,252397,7056421,0.0358,Virginia,February,February 2018,2 2018,2018-02-01
2018,2,55,2,1087536,140292,4829270,0.0291,Wisconsin,February,February 2018,2 2018,2018-02-01
2018,2,2,3,800332,36015,590760,0.061,Alaska,February,February 2018,2 2018,2018-02-01
2018,2,5,3,2966671,133500,2465297,0.0542,Arkansas,February,February 2018,2 2018,2018-02-01
2018,2,8,3,7637602,343692,4715895,0.0729,Colorado,February,February 2018,2 2018,2018-02-01
2018,2,9,3,3477474,156486,3019150,0.0518,Connecticut,February,February 2018,2 2018,2018-02-01
2018,2,10,3,1190245,53561,808146,0.0663,Delaware,February,February 2018,2 2018,2018-02-01
2018,2,12,3,32061208,1442754,17980787,0.0802,Florida,February,February 2018,2 2018,2018-02-01
2018,2,17,3,15846820,713107,10533371,0.0677,Illinois,February,February 2018,2 2018,2018-02-01
2018,2,20,3,3920856,176439,2364319,0.0746,Kansas,February,February 2018,2 2018,2018-02-01
2018,2,21,3,4276289,192433,3681254,0.0523,Kentucky,February,February 2018,2 2018,2018-02-01
2018,2,25,3,7851774,353330,5844357,0.0605,Massachusetts,February,February 2018,2 2018,2018-02-01
2018,2,29,3,8880706,399632,5056750,0.079,Missouri,February,February 2018,2 2018,2018-02-01
2018,2,38,3,1321458,59466,615077,0.0967,North Dakota,February,February 2018,2 2018,2018-02-01
2018,2,41,3,7174470,322851,3509161,0.092,Oregon,February,February 2018,2 2018,2018-02-01
2018,2,47,3,8989078,404509,5605408,0.0722,Tennessee,February,February 2018,2 2018,2018-02-01
2018,2,48,3,40212532,1809564,22899863,0.079,Texas,February,February 2018,2 2018,2018-02-01
2018,2,51,3,9846875,443109,7056421,0.0628,Virginia,February,February 2018,2 2018,2018-02-01
2018,3,2,1,146482,60204,590760,0.1019,Alaska,March,March 2018,3 2018,2018-03-01
2018,3,5,1,309671,127275,2465297,0.0516,Arkansas,March,March 2018,3 2018,2018-03-01
2018,3,8,1,1127897,463566,4715895,0.0983,Colorado,March,March 2018,3 2018,2018-03-01
2018,3,9,1,581199,238873,3019150,0.0791,Connecticut,March,March 2018,3 2018,2018-03-01
2018,3,10,1,257088,105663,808146,0.1307,Delaware,March,March 2018,3 2018,2018-03-01
2018,3,12,1,4248314,1746057,17980787,0.0971,Florida,March,March 2018,3 2018,2018-03-01
2018,3,17,1,1744864,717139,10533371,0.0681,Illinois,March,March 2018,3 2018,2018-03-01
2018,3,20,1,324393,133325,2364319,0.0564,Kansas,March,March 2018,3 2018,2018-03-01
2018,3,21,1,501503,206118,3681254,0.055999999999999994,Kentucky,March,March 2018,3 2018,2018-03-01
2018,3,22,1,725856,298327,3803169,0.0784,Louisiana,March,March 2018,3 2018,2018-03-01
2018,3,25,1,1177042,483764,5844357,0.0828,Massachusetts,March,March 2018,3 2018,2018-03-01
2018,3,29,1,1059605,435498,5056750,0.0861,Missouri,March,March 2018,3 2018,2018-03-01
2018,3,38,1,145176,59667,615077,0.09699999999999999,North Dakota,March,March 2018,3 2018,2018-03-01
2018,3,47,1,794541,326556,5605408,0.0583,Tennessee,March,March 2018,3 2018,2018-03-01
2018,3,48,1,2786463,1145236,22899863,0.05,Texas,March,March 2018,3 2018,2018-03-01
2018,3,49,1,229319,94250,2429711,0.0388,Utah,March,March 2018,3 2018,2018-03-01
2018,3,51,1,1003337,412371,7056421,0.0584,Virginia,March,March 2018,3 2018,2018-03-01
2018,3,55,1,1364602,560851,4829270,0.1161,Wisconsin,March,March 2018,3 2018,2018-03-01
2018,3,2,2,174287,22483,590760,0.0381,Alaska,March,March 2018,3 2018,2018-03-01
2018,3,5,2,273980,35343,2465297,0.0143,Arkansas,March,March 2018,3 2018,2018-03-01
2018,3,8,2,1462188,188622,4715895,0.04,Colorado,March,March 2018,3 2018,2018-03-01
2018,3,9,2,1173642,151400,3019150,0.0501,Connecticut,March,March 2018,3 2018,2018-03-01
2018,3,10,2,344915,44494,808146,0.0551,Delaware,March,March 2018,3 2018,2018-03-01
2018,3,12,2,7081970,913574,17980787,0.0508,Florida,March,March 2018,3 2018,2018-03-01
2018,3,17,2,2841758,366587,10533371,0.0348,Illinois,March,March 2018,3 2018,2018-03-01
2018,3,21,2,436126,56260,3681254,0.0153,Kentucky,March,March 2018,3 2018,2018-03-01
2018,3,22,2,817949,105515,3803169,0.0277,Louisiana,March,March 2018,3 2018,2018-03-01
2018,3,25,2,2298401,296494,5844357,0.0507,Massachusetts,March,March 2018,3 2018,2018-03-01
2018,3,29,2,1229069,158550,5056750,0.0314,Missouri,March,March 2018,3 2018,2018-03-01
2018,3,38,2,133114,17172,615077,0.0279,North Dakota,March,March 2018,3 2018,2018-03-01
2018,3,41,2,989711,127673,3509161,0.0364,Oregon,March,March 2018,3 2018,2018-03-01
2018,3,47,2,1032747,133224,5605408,0.0238,Tennessee,March,March 2018,3 2018,2018-03-01
2018,3,48,2,4687214,604651,22899863,0.0264,Texas,March,March 2018,3 2018,2018-03-01
2018,3,49,2,264667,34142,2429711,0.0141,Utah,March,March 2018,3 2018,2018-03-01
2018,3,51,2,2157825,278359,7056421,0.0394,Virginia,March,March 2018,3 2018,2018-03-01
2018,3,55,2,1031066,133008,4829270,0.0275,Wisconsin,March,March 2018,3 2018,2018-03-01
2018,3,2,3,1043925,46977,590760,0.0795,Alaska,March,March 2018,3 2018,2018-03-01
2018,3,5,3,3826933,172212,2465297,0.0699,Arkansas,March,March 2018,3 2018,2018-03-01
2018,3,8,3,9076780,408455,4715895,0.0866,Colorado,March,March 2018,3 2018,2018-03-01
2018,3,9,3,4052383,182357,3019150,0.0604,Connecticut,March,March 2018,3 2018,2018-03-01
2018,3,10,3,1495161,67282,808146,0.0833,Delaware,March,March 2018,3 2018,2018-03-01
2018,3,12,3,39961633,1798273,17980787,0.1,Florida,March,March 2018,3 2018,2018-03-01
2018,3,17,3,20238181,910718,10533371,0.0865,Illinois,March,March 2018,3 2018,2018-03-01
2018,3,20,3,3273628,147313,2364319,0.0623,Kansas,March,March 2018,3 2018,2018-03-01
2018,3,21,3,6053717,272417,3681254,0.07400000000000001,Kentucky,March,March 2018,3 2018,2018-03-01
2018,3,25,3,9268952,417103,5844357,0.0714,Massachusetts,March,March 2018,3 2018,2018-03-01
2018,3,29,3,10165038,457427,5056750,0.0905,Missouri,March,March 2018,3 2018,2018-03-01
2018,3,38,3,1611119,72500,615077,0.1179,North Dakota,March,March 2018,3 2018,2018-03-01
2018,3,41,3,5836436,262640,3509161,0.0748,Oregon,March,March 2018,3 2018,2018-03-01
2018,3,47,3,8893413,400204,5605408,0.0714,Tennessee,March,March 2018,3 2018,2018-03-01
2018,3,48,3,41103841,1849673,22899863,0.0808,Texas,March,March 2018,3 2018,2018-03-01
2018,3,51,3,11680290,525613,7056421,0.0745,Virginia,March,March 2018,3 2018,2018-03-01
2018,4,2,1,130423,53604,590760,0.0907,Alaska,April,April 2018,4 2018,2018-04-01
2018,4,5,1,349578,143676,2465297,0.0583,Arkansas,April,April 2018,4 2018,2018-04-01
2018,4,8,1,983583,404253,4715895,0.0857,Colorado,April,April 2018,4 2018,2018-04-01
2018,4,9,1,577703,237436,3019150,0.0786,Connecticut,April,April 2018,4 2018,2018-04-01
2018,4,10,1,241239,99149,808146,0.1227,Delaware,April,April 2018,4 2018,2018-04-01
2018,4,12,1,3202792,1316347,17980787,0.0732,Florida,April,April 2018,4 2018,2018-04-01
2018,4,17,1,1567726,644336,10533371,0.0612,Illinois,April,April 2018,4 2018,2018-04-01
2018,4,20,1,355618,146159,2364319,0.0618,Kansas,April,April 2018,4 2018,2018-04-01
2018,4,21,1,658357,270585,3681254,0.0735,Kentucky,April,April 2018,4 2018,2018-04-01
2018,4,22,1,763637,313855,3803169,0.0825,Louisiana,April,April 2018,4 2018,2018-04-01
2018,4,25,1,1130526,464646,5844357,0.0795,Massachusetts,April,April 2018,4 2018,2018-04-01
2018,4,29,1,1094243,449734,5056750,0.0889,Missouri,April,April 2018,4 2018,2018-04-01
2018,4,38,1,149221,61330,615077,0.0997,North Dakota,April,April 2018,4 2018,2018-04-01
2018,4,47,1,937268,385217,5605408,0.0687,Tennessee,April,April 2018,4 2018,2018-04-01
2018,4,48,1,3441133,1414306,22899863,0.0618,Texas,April,April 2018,4 2018,2018-04-01
2018,4,49,1,238715,98112,2429711,0.0404,Utah,April,April 2018,4 2018,2018-04-01
2018,4,51,1,896245,368357,7056421,0.0522,Virginia,April,April 2018,4 2018,2018-04-01
2018,4,55,1,828298,340431,4829270,0.0705,Wisconsin,April,April 2018,4 2018,2018-04-01
2018,4,2,2,172554,22259,590760,0.0377,Alaska,April,April 2018,4 2018,2018-04-01
2018,4,5,2,388767,50151,2465297,0.0203,Arkansas,April,April 2018,4 2018,2018-04-01
2018,4,8,2,1366953,176337,4715895,0.0374,Colorado,April,April 2018,4 2018,2018-04-01
2018,4,9,2,1046670,135020,3019150,0.0447,Connecticut,April,April 2018,4 2018,2018-04-01
2018,4,10,2,350114,45165,808146,0.0559,Delaware,April,April 2018,4 2018,2018-04-01
2018,4,12,2,6253772,806737,17980787,0.0449,Florida,April,April 2018,4 2018,2018-04-01
2018,4,17,2,2742556,353790,10533371,0.0336,Illinois,April,April 2018,4 2018,2018-04-01
2018,4,21,2,501400,64681,3681254,0.0176,Kentucky,April,April 2018,4 2018,2018-04-01
2018,4,22,2,803821,103693,3803169,0.0273,Louisiana,April,April 2018,4 2018,2018-04-01
2018,4,25,2,2122841,273846,5844357,0.0469,Massachusetts,April,April 2018,4 2018,2018-04-01
2018,4,29,2,1150705,148441,5056750,0.0294,Missouri,April,April 2018,4 2018,2018-04-01
2018,4,38,2,165481,21347,615077,0.0347,North Dakota,April,April 2018,4 2018,2018-04-01
2018,4,41,2,1354141,174684,3509161,0.0498,Oregon,April,April 2018,4 2018,2018-04-01
2018,4,47,2,1039213,134058,5605408,0.0239,Tennessee,April,April 2018,4 2018,2018-04-01
2018,4,48,2,5100960,658024,22899863,0.0287,Texas,April,April 2018,4 2018,2018-04-01
2018,4,49,2,277839,35841,2429711,0.0148,Utah,April,April 2018,4 2018,2018-04-01
2018,4,51,2,2119923,273470,7056421,0.0388,Virginia,April,April 2018,4 2018,2018-04-01
2018,4,55,2,1232836,159036,4829270,0.0329,Wisconsin,April,April 2018,4 2018,2018-04-01
2018,4,2,3,1055553,47500,590760,0.0804,Alaska,April,April 2018,4 2018,2018-04-01
2018,4,5,3,4278354,192526,2465297,0.0781,Arkansas,April,April 2018,4 2018,2018-04-01
2018,4,8,3,9283901,417776,4715895,0.0886,Colorado,April,April 2018,4 2018,2018-04-01
2018,4,9,3,4089022,184006,3019150,0.0609,Connecticut,April,April 2018,4 2018,2018-04-01
2018,4,10,3,1525417,68644,808146,0.0849,Delaware,April,April 2018,4 2018,2018-04-01
2018,4,12,3,34197933,1538907,17980787,0.0856,Florida,April,April 2018,4 2018,2018-04-01
2018,4,17,3,18619331,837870,10533371,0.0795,Illinois,April,April 2018,4 2018,2018-04-01
2018,4,20,3,4589267,206517,2364319,0.0873,Kansas,April,April 2018,4 2018,2018-04-01
2018,4,21,3,6536486,294142,3681254,0.0799,Kentucky,April,April 2018,4 2018,2018-04-01
2018,4,25,3,9990808,449586,5844357,0.0769,Massachusetts,April,April 2018,4 2018,2018-04-01
2018,4,29,3,10513356,473101,5056750,0.0936,Missouri,April,April 2018,4 2018,2018-04-01
2018,4,38,3,1790521,80573,615077,0.131,North Dakota,April,April 2018,4 2018,2018-04-01
2018,4,41,3,6715475,302196,3509161,0.0861,Oregon,April,April 2018,4 2018,2018-04-01
2018,4,47,3,9070506,408173,5605408,0.0728,Tennessee,April,April 2018,4 2018,2018-04-01
2018,4,48,3,55511953,2498038,22899863,0.1091,Texas,April,April 2018,4 2018,2018-04-01
2018,4,51,3,11825435,532145,7056421,0.0754,Virginia,April,April 2018,4 2018,2018-04-01
2018,5,2,1,170517,70082,590760,0.1186,Alaska,May,May 2018,5 2018,2018-05-01
2018,5,5,1,345357,141942,2465297,0.0576,Arkansas,May,May 2018,5 2018,2018-05-01
2018,5,8,1,1280263,526188,4715895,0.1116,Colorado,May,May 2018,5 2018,2018-05-01
2018,5,9,1,651780,267882,3019150,0.0887,Connecticut,May,May 2018,5 2018,2018-05-01
2018,5,10,1,311232,127916,808146,0.1583,Delaware,May,May 2018,5 2018,2018-05-01
2018,5,12,1,4438432,1824195,17980787,0.1015,Florida,May,May 2018,5 2018,2018-05-01
2018,5,17,1,2106508,865775,10533371,0.0822,Illinois,May,May 2018,5 2018,2018-05-01
2018,5,20,1,381561,156821,2364319,0.0663,Kansas,May,May 2018,5 2018,2018-05-01
2018,5,21,1,634085,260609,3681254,0.0708,Kentucky,May,May 2018,5 2018,2018-05-01
2018,5,22,1,866494,356129,3803169,0.0936,Louisiana,May,May 2018,5 2018,2018-05-01
2018,5,25,1,1243967,511271,5844357,0.0875,Massachusetts,May,May 2018,5 2018,2018-05-01
2018,5,29,1,1150294,472771,5056750,0.0935,Missouri,May,May 2018,5 2018,2018-05-01
2018,5,38,1,178910,73532,615077,0.1195,North Dakota,May,May 2018,5 2018,2018-05-01
2018,5,47,1,872784,358714,5605408,0.064,Tennessee,May,May 2018,5 2018,2018-05-01
2018,5,48,1,3066434,1260304,22899863,0.055,Texas,May,May 2018,5 2018,2018-05-01
2018,5,49,1,311703,128110,2429711,0.0527,Utah,May,May 2018,5 2018,2018-05-01
2018,5,51,1,1007599,414123,7056421,0.0587,Virginia,May,May 2018,5 2018,2018-05-01
2018,5,55,1,1411063,579947,4829270,0.1201,Wisconsin,May,May 2018,5 2018,2018-05-01
2018,5,2,2,227382,29332,590760,0.0497,Alaska,May,May 2018,5 2018,2018-05-01
2018,5,5,2,386407,49846,2465297,0.0202,Arkansas,May,May 2018,5 2018,2018-05-01
2018,5,8,2,1619821,208957,4715895,0.0443,Colorado,May,May 2018,5 2018,2018-05-01
2018,5,9,2,1218370,157170,3019150,0.0521,Connecticut,May,May 2018,5 2018,2018-05-01
2018,5,10,2,394830,50933,808146,0.063,Delaware,May,May 2018,5 2018,2018-05-01
2018,5,12,2,6736071,868953,17980787,0.0483,Florida,May,May 2018,5 2018,2018-05-01
2018,5,17,2,3436581,443319,10533371,0.0421,Illinois,May,May 2018,5 2018,2018-05-01
2018,5,21,2,543216,70075,3681254,0.019,Kentucky,May,May 2018,5 2018,2018-05-01
2018,5,22,2,866099,111727,3803169,0.0294,Louisiana,May,May 2018,5 2018,2018-05-01
2018,5,25,2,2608430,336487,5844357,0.0576,Massachusetts,May,May 2018,5 2018,2018-05-01
2018,5,29,2,1437551,185444,5056750,0.0367,Missouri,May,May 2018,5 2018,2018-05-01
2018,5,38,2,118802,15325,615077,0.0249,North Dakota,May,May 2018,5 2018,2018-05-01
2018,5,41,2,1144124,147592,3509161,0.0421,Oregon,May,May 2018,5 2018,2018-05-01
2018,5,47,2,1140540,147130,5605408,0.0262,Tennessee,May,May 2018,5 2018,2018-05-01
2018,5,48,2,4493748,579693,22899863,0.0253,Texas,May,May 2018,5 2018,2018-05-01
